Abstract #,Abstract Title,Date,Time,Location,URL,Authors,Authors Affiliations,Abstract Text,Category,Sub Category,Session Title
P2-290,Comparison of Self and Informant Evaluated Korean Dementia Screening Questionnaire Cognition (KDSQ-C) for the Diagnosis of Mild Cognitive Impairment and Dementia,"Mon, Jul 15  (Pacific)",9:30am - 4:15pm,South Hall GH - Los Angeles Convention Center,https://ep70.eventpilotadmin.com/web/page.php?page=Session&project=AAIC19&id=30965,"Dong Won Yang, MD, PhD",,"
Abstract:Dong Won Yang, MD, PhD1; Ahro Kim, MD1; Dong Woo Lee, MD, PhD2; Hyun Jeong Han, MD, PhD3; Jee Hyang Jeong, MD, PhD4; Jun Hong Lee, MD5; Jun-Young Lee, MD, PhD6; Kee Hyung Park, M.D, PhD7; Kyung Won Park8; SangYun Kim, MD, PhD9; Seong Hye Choi, MD, PhD10; Young Chul Youn, MD, PhD11 and  COST Study, (1)The Catholic University of Korea, College of Medicine, Seoul St. Mary’s Hospital, Seoul, Korea, Republic of (South), (2)Inje University Snaggye Paik Hospital, Seoul, Korea, Republic of (South), (3)Myongji Hospital, Goyang, Korea, Republic of (South), (4)Ewha Womans University Mokdong Hospital, Ewha Womans University College of Medicine, Seoul, Korea, Republic of (South), (5)National Health Insurance Service Ilsan Hospital, Goyang-si, Korea, Republic of (South), (6)Seoul National University College of Medicine, Seoul, Korea, Republic of (South), (7)Gachon University Gil Medical Center, Incheon, Korea, Republic of (South), (8)Dong-A University College of Medicine, Busan, Korea, Republic of (South), (9)Clinical Neuroscience Center, Seoul National University Bundang Hospital, Seoungnam, Korea, Republic of (South), (10)Inha University School of Medicine, Incheon, Korea, Republic of (South), (11)Chung-Ang University Hospital, Seoul, Korea, Republic of (South)Background: The Korean Dementia Screening Questionnaire-Cognition (KDSQ-C) is a semi-structured questionnaire with 15 items about cognitive dysfunctions, developed to screen dementia of Korean elderly. It was originally designed to be evaluated by the informants who knew the patient very well. However, the number of the elderly living independently without family members and visiting memory clinic without informants has been increasing in Korea. We compared self and informant conducted KDSQ-C to validate self-evaluated KDSQ-C for the diagnosis of mild cognitive impairment (MCI) and dementia Method: 200 normal control, 50 MCI and 170 dementia subjects over 65 years old and their informants from 11 hospitals were recruited for this study. KDSQ-C was completed separately by participants and their informants. Mini-Mental State Examination (MMSE) was conducted by participants only. The sensitivity and specificity of KDSQ-C and the MMSE for diagnosing MCI and dementia were calculated with a receiver operating characteristic (ROC) curve. Result: The areas under the curve (AUCs) for the KDSQ-C evaluated by participants and informant for the diagnosis of dementia were 0.75 and 0.92 separately. KDSQ-C (cut-off point 6) rated by participants had a sensitivity of 50% and specificity of 77% for diagnosis of MCI and a sensitivity of 62% and specificity of 77% for diagnosis of dementia. Caregiver evaluated KDSQ-C (cut-off point 6) had a sensitivity of 70% and specificity of 79% for MCI and a sensitivity of 85% and specificity of 79% of dementia. The AUC for MMSE was 0.95 and at a cut-off score 24/25, it showed a sensitivity of 85% and specificity of 92% for the diagnosis of dementia. The AUCs for the MMSE and caregiver evaluated KDSQ-C was not different significantly (p> 0.05) to diagnose MCI or dementia. Conclusion: Informant-rated KDSQ-C had better discriminative ability than did participants-rated KDSQ-C and had similar screening power to MMSE to diagnose MCI or dementia. However, KDSQ-C can be rated by participants to screen dementia when an informant is not available. This study was supported by a 2017 grant from the National Health Insurance Service",Diagnosis and Prognosis,Clinical (neuropsychiatry and behavioral neurology),[Posters Mon] Diagnosis and Prognosis： Clinical (neuropsychiatry and behavioral neurology)
P2-291,Head Turn Sign. Highly Simply and Specific for Dementia Diagnosis,"Mon, Jul 15  (Pacific)",9:30am - 4:15pm,South Hall GH - Los Angeles Convention Center,https://ep70.eventpilotadmin.com/web/page.php?page=Session&project=AAIC19&id=31067,"Santiago O´Neill, MD",,"
Abstract:Santiago O´Neill, MD1; Noelia Pontello2; Corina Christie2; Florencia Vallejos, MD3 and Galeno Rojas, MD3, (1)Neuroscience Institute Favaloro Foundation, Buenos Aires, Argentina,, CABA, Argentina, (2)Neuroscience Institute Favaloro Foundation, Buenos Aires, Argentina, (3)Neuroscience Institute Favaloro Foundation, Buenos Aires, Argentina,, Buenos Aires, ArgentinaBackground: In the complementary test era for the diagnosis of dementia, certain clinical indicators may still be useful. The s head turn sign (HTS) is the movement that the patient performs before a specific question of the examiner looking for the answer in the partner. The objective of the study is to evaluate the HTS sign and its capacity for the diagnosis of dementia in a cognitive neurology consultation Method: A prospective cross-sectional observational study was conducted in patients who attended to a cognitive neurology service. The HTS was evaluated in these patients when asked about the current age. The presence of dementia was determined according to the NIA-AA clinical criteria and the probable etiologic diagnoses was classified as degenerative or non-degenerative. The Folstein minimental state (MMSE) was administered to the evaluated patients. The epi info 7.2.1 was used for the statistical analysis Result: Total 150 patients were evaluated, mean age 76 (SD 8.6). 48% had a clinical diagnosis of dementia, with degenerative disease being the cause in 66%. The HTS had a sensitivity of 41.7% and a specificity of 97% for the diagnosis of dementia, presenting a positive predictive value of 93.7% and a negative predictive value of 64.4%. Those who presented positive HTS had a higher risk of degenerative disease with OR 10.5 95% CI 1.36-81. (p = 0.003). The positive HTS was associated with a lower MMSE (Mean 19.22 DS 2.1 versus negative HTS 23.44 DS 5) (p = 0.0037) Conclusion: Consistent with some previous ones, the HTS showed to be a simple and highly specific assessment for the diagnosis of dementia, so its administration is potentially very useful to include in patients evaluation",Diagnosis and Prognosis,Clinical (neuropsychiatry and behavioral neurology),[Posters Mon] Diagnosis and Prognosis： Clinical (neuropsychiatry and behavioral neurology)
P2-292,The Pattern of Inheritance in Early Onset Alzheimer’s Disease and Frontotemporal Dementia,"Mon, Jul 15  (Pacific)",9:30am - 4:15pm,South Hall GH - Los Angeles Convention Center,https://ep70.eventpilotadmin.com/web/page.php?page=Session&project=AAIC19&id=31074,"Gorana Mandic Stojmenovic, MD",,"
Abstract:Gorana Mandic Stojmenovic, MD1; Elka Stefanova, MD, PhD1,2; Ivana Novakovic, MD, PhD1,2; Valerija Dobricic, PhD3; Tanja Stojkovic, MD1 and Vladimir S Kostic, MD, PhD1,2, (1)Neurology Clinic, Clinical Center of Serbia, Belgrade, Serbia, (2)University of Belgrade, School of Medicine, Belgrade, Serbia, (3)University of Lübeck, Lübeck, GermanyBackground: Early-onset dementia (EOD) is conventionally considered to include patients with disease onset before 65 years of age. Alzheimer’s disease (AD) and Frontotemporal dementia (FTD) are two most common forms of degenerative EOD. Our aim was to investigate the patterns of inheritance and gene mutation status in consecutive degenerative EOD patients. Method: Two hundred and seven consecutive patients diagnosed according to the current clinical criteria for AD and FTD spectrum were recruited from the Neurology Clinic, Clinical Centre of Serbia from 01.04.2012. until 01.04.2017. Result: One third of AD and FTD patients had familial form of dementia, while the autosomal dominant inheritance pattern existed in 4.7% and 7.7% of probands with AD and FTD, respectively. The gene mutations were identified in 7.3% familial AD (a third of AD patients with autosomal dominant inheritance pattern) and in 1.2% sporadic AD patients; 25% familial FTD patients were gene mutation carriers (half of FTD patients with autosomal dominant inheritance pattern) along with 7% of sporadic FTD patients. Only 3.1% of the total population of AD and 10.3% of FTD possessed known gene mutations. Conclusion: EOD does not appear to be a strongly inherited autosomal dominant condition. The majority of patients were sporadic. Common gene mutations do not explain the total autosomal dominant burden.",Diagnosis and Prognosis,Clinical (neuropsychiatry and behavioral neurology),[Posters Mon] Diagnosis and Prognosis： Clinical (neuropsychiatry and behavioral neurology)
P2-293,An Investigation of Various Cardiovascular Risk Factors and Their Effects on Intra-Individual Cognitive  Variability.,"Mon, Jul 15  (Pacific)",9:30am - 4:15pm,South Hall GH - Los Angeles Convention Center,https://ep70.eventpilotadmin.com/web/page.php?page=Session&project=AAIC19&id=31098,"Shenikqua Bouges, MD",,"
Abstract:Shenikqua Bouges, MD1,2; Emre Umucu, PhD3; Derek L. Norton, MS1,4,5; Nathaniel A. Chin, MD4,6; Mary F. Wyman, PhD1,7; Nickolas Lambrou, PhD2; Megan Zuelsdorff, PhD2; Susan Flowers Benton, PhD, CRC1; John O'Hara, M.A.2; Cynthia Carlsson, MS, MD2,4,5,6 and Carey E. Gleason, PhD2,4, (1)University of Wisconsin School of Medicine & Public Health, Madison, WI, USA, (2)VA Geriatric Research, Education and Clinical Center (GRECC), William S. Middleton Memorial Veterans Hospital, Madison, WI, USA, (3)University of Texas, El Paso, El Paso, TX, USA, (4)Wisconsin Alzheimer's Disease Research Center, University of Wisconsin School of Medicine and Public Health, Madison, WI, USA, (5)Wisconsin Alzheimer's Institute, University of Wisconsin School of Medicine and Public Health, Madison, WI, USA, (6)University of Wisconsin School of Medicine and Public Health, Madison, WI, USA, (7)Geriatric Research, Education, and Clinical Center, W.S. Middleton Memorial Veterans Hospital, Madison, WI, USABackground:",Diagnosis and Prognosis,Clinical (neuropsychiatry and behavioral neurology),[Posters Mon] Diagnosis and Prognosis： Clinical (neuropsychiatry and behavioral neurology)
P2-294,Retrospective Review of Clinical Features of ABCA7 Loss-of-Function Mutation Carriers in Late-Onset Alzheimer's Disease,"Mon, Jul 15  (Pacific)",9:30am - 4:15pm,South Hall GH - Los Angeles Convention Center,https://ep70.eventpilotadmin.com/web/page.php?page=Session&project=AAIC19&id=31103,Alana Stephens DO,PhD; Merve Atik; Sarah J. Lincoln,"
Abstract:Alana Stephens DO; Mariet Allen, PhD; Merve Atik; Sarah J. Lincoln, BSc; Kimberly G. Malphrus, BS; Thuy Nguyen, BS; Morgane M. Corda; Olivia J. Conway; Neill R. Graff-Radford, MD; Dennis W. Dickson, MD and Nilufer Ertekin-Taner, MD, PhD, Mayo Clinic, Jacksonville, FL, USABackground: Genome-wide association studies (GWAS) have identified association of common variants at the ABCA7 locus with risk for late-onset Alzheimer’s disease (LOAD). Subsequent sequencing studies identified increased burden of ABCA7 putative loss-of-function (pLOF) variants in LOAD patients compared with controls. Similar findings have been reported for Parkinson’s disease (PD), and other neurodegenerative pathologies, implicating a potential role for ABCA7 across multiple neurodegenerative conditions. Clinical features of ABCA7 pLOF mutation carriers have yet to be explored extensively. We hypothesize there may be distinguishing clinical features of ABCA7 pLOF mutation carriers, and that some of these features may be mutation specific. Method: Genotypes were performed on 3,284 participants from Mayo Clinic Florida for 6 reported ABCA7 pLOF variants (p.E709fs, p.Trp1214X, p.L1403fs, c.4416+2T>G, p.E1679X, c.5570+5G>C). A neurology resident, blinded to the pLOF variants, performed a retrospective chart review on 43 mutation-carriers with available clinical data, for demographics, clinical features and available test results. Result: Of the 6 genotyped mutations, observed counts ranged from 1 to 24 individuals. Overall, 20/43 mutation carriers were male, and 23/43 were female. Twenty had advanced dementia, 10 had mild to moderate AD, 5 had mild cognitive impairment, 3 had alternative neurodegenerative diagnoses (Lewy body, PD, corticobasal degeneration), and 6 had no cognitive deficits. The average age of symptom onset was 66.15 years, ranging from 52-75, amongst dementia patients. Individuals with the earliest age of onset had atypical features including posterior cortical atrophy, primary progressive aphasia, behavioral changes, or extrapyramidal findings. Depression was more common amongst carriers of the four least frequent mutations (8/10), when compared to the two most frequent mutations (13/33). The prevalence of additional selected clinical features will be compared between mutation carriers and the broader cohort to identify additional differentiating features. Conclusion: Studies of pLOF variants at the ABCA7 locus show increased risk for LOAD. Our in-depth clinical review of this cohort suggests that certain variants have an early onset of atypical symptoms and have other differentiating features. Identifying clinical features associated with specific genetic risk factors may provide novel insights into the pathophysiology of the disease and enable patient classification relevant for biomarker studies and clinical trials.",Diagnosis and Prognosis,Clinical (neuropsychiatry and behavioral neurology),[Posters Mon] Diagnosis and Prognosis： Clinical (neuropsychiatry and behavioral neurology)
P2-295,Fluctuating Cognition in Non Lewy Body Dementia and Its Clinical Implication,"Mon, Jul 15  (Pacific)",9:30am - 4:15pm,South Hall GH - Los Angeles Convention Center,https://ep70.eventpilotadmin.com/web/page.php?page=Session&project=AAIC19&id=31135,"Po-Ya Cheng, MS",,"
Abstract:Po-Ya Cheng, MS1; Cheng-Yu Wei, MD, MS2 and Pai-Yi Chiu, PhD1, (1)Show Chwan Memorial Hospital, Changhwa, Taiwan, (2)Chang Bing Show Chwan Memorial Hospital, Changhwa, TaiwanBackground:",Diagnosis and Prognosis,Clinical (neuropsychiatry and behavioral neurology),[Posters Mon] Diagnosis and Prognosis： Clinical (neuropsychiatry and behavioral neurology)
P2-296,Decision Making Time in Patients with Mild Cognitive Impairment and Dementia Assessed with Simple Reaction Time and Go/No-Go Task,"Mon, Jul 15  (Pacific)",9:30am - 4:15pm,South Hall GH - Los Angeles Convention Center,https://ep70.eventpilotadmin.com/web/page.php?page=Session&project=AAIC19&id=31403,"Valentin Bragin, M.D.",M.S.; David Kalancha; Tanya Silenko and Sally Nozadze,"
Abstract:Valentin Bragin, M.D.; Nicole Lashiker, M.S.; David Kalancha; Tanya Silenko and Sally Nozadze, Stress Relief and Memory Training Center, Brooklyn, NY, USABackground:",Diagnosis and Prognosis,Clinical (neuropsychiatry and behavioral neurology),[Posters Mon] Diagnosis and Prognosis： Clinical (neuropsychiatry and behavioral neurology)
P2-297,Epilepsy in Alzheimer Disease Is Frequent and Characterized By High Recurrence,"Mon, Jul 15  (Pacific)",9:30am - 4:15pm,South Hall GH - Los Angeles Convention Center,https://ep70.eventpilotadmin.com/web/page.php?page=Session&project=AAIC19&id=31426,"Jonathan Vöglein, MD",,"
Abstract:Jonathan Vöglein, MD1,2; Ingrid Ricard, PhD1; Soheyl Noachtar, MD1; Walter A. Kukull, PhD3,4; Marianne Dieterich, MD1,2; Johannes Levin, MD1,2 and Adrian Danek1,2, (1)Ludwig-Maximilians-Universität München, Munich, Germany, (2)German Center for Neurodegenerative Diseases (DZNE), Munich, Germany, (3)National Alzheimer's Coordinating Center, University of Washington, Seattle, WA, USA, (4)University of Washington, Seattle, WA, USABackground: In Alzheimer disease (AD), a wide range from 0.5% to 64% of epilepsy prevalence was reported in former studies that used various methods to assess seizures (Horvath et al, 2016). We set out to evaluate the prevalence and natural history of seizures using a large prospective data set with standardized clinical assessment. Method: National Alzheimer’s Coordinating Center (NACC) data gathered at 34 centers between 2005 and 2016 were analyzed for seizure prevalence in different AD stages and for association of seizure risk with disease duration. We also studied seizure recurrence risk as well as associations between seizures and age of AD onset, and cognitive and functional capability. Fisher’s exact test, logistic regression and a generalized linear model were used. Result: Data from 20745 individuals were available. Seizure prevalence was higher in AD dementia than in normal controls (active seizures: 1.51% vs. 0.35%, p<0.0001, OR=4.34, 95% CI=3.01-6.27; seizure history: 3.14% vs. 1.57%; p<0.0001; OR=2.03, 95% CI=1.67-2.46), but was not increased in pre-dementia stages (Figure 1). Prevalence of active seizures rose with duration of AD dementia (OR=1.55, 95% CI=1.39-1.73, p<0.0001), from 1.51% at 4.8 years of disease duration to 5.43% at 11 years (Figure 2). Seizure recurrence risk in AD dementia was 70.4% within 7.5 months. A seizure history was associated with both a younger age of onset of cognitive symptoms (seizures vs. no seizures: 64.7 vs. 70.4 years; p<0.0001) and worse cognitive and functional performance (mean MMSE score: 16.6 vs. 19.6; mean CDR-SB score: 9.3 vs. 6.8; p<0.0001; adjusted for age and disease duration). Conclusion: Patients with AD are at an increased risk for seizures, in particular in more advanced disease stages. In AD dementia, seizures have an exceptional high recurrence risk. Based on this finding, one seizure in AD patients could lead to a diagnosis of epilepsy according to the current guidelines of the International League Against Epilepsy and may implicate an antiepileptic treatment. Seizures in AD are associated with poor cognitive course and reduced functional performance. Our findings emphasize a need for seizure history assessment in AD to inform individual therapeutic decisions and the necessity of systematic treatment studies of AD-associated epilepsy.",Diagnosis and Prognosis,Clinical (neuropsychiatry and behavioral neurology),[Posters Mon] Diagnosis and Prognosis： Clinical (neuropsychiatry and behavioral neurology)
P2-298,Predictors of Poor Clinical Outcome and Role of Muscle Profile in Alzheimer's Disease: A 3-Years Longitudinal Study,"Mon, Jul 15  (Pacific)",9:30am - 4:15pm,South Hall GH - Los Angeles Convention Center,https://ep70.eventpilotadmin.com/web/page.php?page=Session&project=AAIC19&id=31524,Yeonsil Moon,,"
Abstract:Yeonsil Moon1; Won-Jin Moon, MD2; Jin Ok Kim, MD3; Kyoung Ja Kwon, PhD4; Jayoung Joung1 and Seol-Heui Han5, (1)Konkuk University Medical Center, Seoul, Korea, Republic of (South), (2)Konkuk University School of Medicine, Seoul, Korea, Republic of (South), (3)Eulji University Hospital, Daejeon, Korea, Republic of (South), (4)Center for geriatric Research, IBST, Konkuk University School of Medicine, Seoul, Korea, Republic of (South), (5)Konkuk University Medical Center, SEOUL, Korea, Republic of (South)Background: Although many factors are known to affect the rate of cognitive decline, studies on clinical outcomes are rare. Moreover, muscle mass profiles and their relationship to dementia trajectories have not been extensively investigated. We investigated factors which affect the rate of clinical decline and the usefulness of muscle profiles for predicting the clinical outcomes of dementia patients with Alzheimer’s dementia (AD). Method: Sixty-nine subjects with probable AD, but without muscle weakness, were included this study. Variables including age, years of education, hypertension, diabetes mellitus, lacunar infarcts, baseline cognition, muscle mass, and strength were assessed during the initial visit of each subject. Over a period of three years, each subject received an annual evaluation that included a clinical interview and an assessment of their cognitive status as measured by a Clinical Dementia Rating – Sum of Boxes (CDR-SOB) score. Linear mixed-effects models were used to test for associations between each factor and the CDR-SOB score over time. These analyses were then repeated in a multivariate linear mixed-effects model after adjusting the covariates. Result: Age, DM, and baseline severity were identified as potential covariates that influence clinical progression; however, a subject’s muscle profile was not found to predict dementia progression. Conclusion: We expect that early screening and intervention, as well as new drugs with mechanisms of action similar to those of antidiabetic medications, will help patients with dementia maintain their clinical status.",Diagnosis and Prognosis,Clinical (neuropsychiatry and behavioral neurology),[Posters Mon] Diagnosis and Prognosis： Clinical (neuropsychiatry and behavioral neurology)
P2-299,Effect of Apolipoprotein E ε4 Allele on Progression Rate of Cognitive Decline in Prodromal and Mild Alzheimer's Disease.,"Mon, Jul 15  (Pacific)",9:30am - 4:15pm,South Hall GH - Los Angeles Convention Center,https://ep70.eventpilotadmin.com/web/page.php?page=Session&project=AAIC19&id=31607,"Kazushi Suzuki, MD, PhD",,"
Abstract:Kazushi Suzuki, MD, PhD1; Ryoko Ihara, PhD, MD1; Takeshi Ikeuchi, MD, PhD2; Atsushi Iwata, MD, PhD1 and Takeshi Iwatsubo, MD, PhD1, (1)The University of Tokyo, Tokyo, Japan, (2)Niigata University, Niigata, JapanBackground: The ε4 allele of the APOE gene has been established as a genetic risk factor for Alzheimer's disease (AD). It has been shown that the ε4 allele accelerates the amyloid accumulation in the elderly population, it is unknown whether it affects the speed of disease progression after onset. We examined the effects of the ε4 allele on the presence of amyloid as well as the progression rate of cognitive decline in the MCI and mild AD population in the Japanese (J-) ADNI cohort and compared with those of North American (NA) ADNI. Method: 233 late MCI, 149 mild AD and 151 cognitive normal (CN) subjects from J-ADNI, whose APOE genotypes were available, were analyzed and compared with 562 late MCI, 342 mild AD and 417 CN from NA-ADNI. Amyloid positivity was defined as the positivity of amyloid PET or low concentration of Aβ(1-42) in cerebrospinal fluid under the cutoff levels (333 pg/ml in J-ADNI and 192 pg/ml in NA-ADNI). Progression rates of cognitive decline were evaluated by changes of the total score of Mini Mental State Examination (MMSE), Alzheimer's Disease Assessment Scale-cognitive subscale 13 (ADAS-Cog13) and Clinical Dementia Rating Sum of Boxes (CDR-SB). Statistical analysis was performed by chi-square analysis for categorical data and ANOVA for numerical data. Result: Amyloid positivity rates were significantly higher in the APOE ε4 positive group (CN: 47.2%, MCI: 88.9%, AD: 93.9%) compared with the APOE ε4 negative group (NC: 7.1%, MCI: 45.6%, AD: 75%) in all three clinical groups of J-ADNI, which was recapitulated in the NA-ADNI. The progression rates of cognitive decline in the APOE ε4 positive late MCI was higher than those in the APOE ε4 negative late MCI both in J- and NA-ADNI. However, the progression rates of cognitive decline were at similar levels in the amyloid-positive late MCI (= prodromal AD) and mild AD both in J- and NA-ADNI. Conclusion: APOE",Diagnosis and Prognosis,Clinical (neuropsychiatry and behavioral neurology),[Posters Mon] Diagnosis and Prognosis： Clinical (neuropsychiatry and behavioral neurology)
P2-300,"The Blood Pressure Level Is Associated with Plasma Amyloid-β Levels：a Cross-Sectional Study in the Suburbs of Xi'an, China","Mon, Jul 15  (Pacific)",9:30am - 4:15pm,South Hall GH - Los Angeles Convention Center,https://ep70.eventpilotadmin.com/web/page.php?page=Session&project=AAIC19&id=31630,"Qiumin Qu, PhD, MD",The First Affiliated Hospital of Xi’an Jiaotong University,"
Abstract:Qiumin Qu, PhD, MD and Meilin She, The First Affiliated Hospital of Xi’an Jiaotong University, Xi’an, ChinaBackground: A growing body of evidence indicates that hypertension may be a risk factor for Alzheimer’s disease(AD). Considering the close relationship between peripheral amyloid-β (Aβ) clearance and brain Aβ deposition, we investigated the potential association between blood pressure (BP) level and plasma Aβ concentrations. Method: A total of 1069 participants (age above 45) from a village in the suburbs of Xi'an, China were enrolled finally. A questionnaire was used to collect vascular risk factors and a validated Chinese version of the Mini-Mental State Examination was used to assess cognition. Apolipoprotein E (ApoE) genotype was detected using polymerase chain reaction (PCR) and Sanger sequencing. Plasma Aβ levels were measured by enzyme linked immunosorbent assay. The associations between BP and plasma Aβ levels were determined by multiple linear regressions. Result: Plasma Aβ1-40 level was higher in hypertension group than that in non- hypertension group (53.41±8.57 pg/ml vs. 51.87±8.92 pg/ml, P=0.002), in elevated SBP group than that in normal SBP group (53.68±8.69 pg/ml vs. 51.88±8.80 pg/ml, P=0.001), in elevated MAP group than that in normal MAP group (54.05±8.79 pg/ml vs. 52.04±8.75 pg/ml, P=0.001 ). After controlling the confounding factors, SBP (b=0.068, P<0.001), DBP (b=0.071, P=0.019) and MAP (b=0.087, P=0.001) were associated with plasma Aβ1-40 level positively, while SBP (b=-0.001, P=0.027), DBP (b=-0.001, P=0.040), and MAP (b=-0.001, P=0.022) were associated with plasma Aβ1-42/Aβ1-40 ratios negatively, but Aβ1-42 did not. The relationships between BP and plasma Aβ levels did not change after stratification by APOE ε4 status. Conclusion: Elevated BP levels were associated with increased plasma Aβ1-40 level and decreased Aβ1-42/Aβ1-40 ratio in middle-aged and old villagers. The relationships is not depend on APOE ε4 status.",Diagnosis and Prognosis,Clinical (neuropsychiatry and behavioral neurology),[Posters Mon] Diagnosis and Prognosis： Clinical (neuropsychiatry and behavioral neurology)
P2-301,Differences in Cognitive Profile between Biomarker Confirmed Alzheimer’s Disease and Vascular Dementia,"Mon, Jul 15  (Pacific)",9:30am - 4:15pm,South Hall GH - Los Angeles Convention Center,https://ep70.eventpilotadmin.com/web/page.php?page=Session&project=AAIC19&id=31837,"Chen Ling Koh, Undergraduate BSocSci (Hons)",National Neuroscience Institute/ SingHealth,"
Abstract:Chen Ling Koh, Undergraduate BSocSci (Hons), National Neuroscience Institute/ SingHealth, Singapore, SingaporeBackground: Although the differences in the cognitive profile between AD and Vascular Dementia (VaD) have been extensively studied, there is likely to have been overlap between the 2 groups as AD and VaD were defined using only clinical criteria. Comparison of the cognitive profile of AD and VaD using biomarker supported diagnosis is needed. Method: 68 participants (Mage=58.1, Meducation= 11.7 years, 32 males) were recruited from a tertiary dementia centre. Participants underwent cerebrospinal fluid (CSF) testing for AD biomarkers. Participants with established AD range β-amyloid were classified as Pure AD group while patients with Staal’s Cerebrovascular Disease score of at least 1 and β-amyloid not in the AD range were classified as Pure VaD. Healthy Controls did not have AD range β-amyloid and had a zero Staals score. All participants underwent evaluation for global cognition, executive function, attention/working memory, language, episodic memory and visuospatial domains. Regression analysis was used to test the associations between cognitive domains and diagnostic groups. Results: Participants with AD and VaD were comparable on demographic and vascular risk factors. Global cognition (MMSE) was not significantly different between AD and VaD. Episodic Memory and Attention/Working memory was significantly worse in Pure AD. Executive function was not significantly different between the 2 groups. Conclusions: Using biomarker confirmed diagnosis for AD and VaD, the clinical believe that patients with VaD have worse executive function and attention span compared to AD was not demonstrated. Neurocognitive measures alone are insufficient to differentiate AD from VaD.",Diagnosis and Prognosis,Clinical (neuropsychiatry and behavioral neurology),[Posters Mon] Diagnosis and Prognosis： Clinical (neuropsychiatry and behavioral neurology)
P2-302,REM Sleep Behavior Disorder in Alzheimer’s Disease: Prevalence and Association Factors,"Mon, Jul 15  (Pacific)",9:30am - 4:15pm,South Hall GH - Los Angeles Convention Center,https://ep70.eventpilotadmin.com/web/page.php?page=Session&project=AAIC19&id=31962,"Cheng-Yu Wei, MD, MS",Chang Bing Show Chwan Memorial Hospital,"
Abstract:Cheng-Yu Wei, MD, MS, Chang Bing Show Chwan Memorial Hospital, Changhua, Taiwan and Pai-Yi Chiu, MD, PhD, Show Chwan Memorial Hospital, Changhua, TaiwanBackground: Rapid eye movement sleep behavior disorder (RBD) is highly associated with Parkinson’s disease (PD) or dementia with Lewy bodies (DLB). However, seldom studies investigated the prevalence or association factors of RBD in Alzheimer’s disease (AD). Method: Prevalence of RBD was determined according to either the ICSD minimal criteria for clinical diagnosis of RBD. Prevalence of RBD in different stages of AD were summarized. The association factor for RBD were analyzed using multivariable risk estimates (Odd ratios, ORs) for patients with RBD (RBD +) compared to those without RBD (RBD–). Result: This is a retrospective analysis of data from the Dementia and Movement disorders Center in Show Chwan Memorial Hospital. A total of 2085 patients were studied. Among them, 110 patients had RBD (5.3%). The RBD+ group had higher disease severity according to CDR. After adjusting for disease severity, DLB features including fluctuations in cognition (p=0.018), visual hallucinations (p<0.001), and parkinsonism (p<0.001) were more frequent in the RBD+ group. Furthermore, total Neuropsychiatric Inventory (NPI) score (p=0.004) was higher in the RBD+ group. Lower scores in the domains of attention (p=0.010) and language (p=0.020) of the Cognitive Abilities Screening Instrument (CASI) was associated with RBD in AD. Conversely, none of the vascular risk factors (VRFs) was associated with RBD in AD. Conclusion: RBD, albeit occurring at a low rate, had a high impact on AD. Based on the findings of diagnostic features of DLB being significantly associated with RBD in AD, mixed pathologies should be considered in AD with RBD.",Diagnosis and Prognosis,Clinical (neuropsychiatry and behavioral neurology),[Posters Mon] Diagnosis and Prognosis： Clinical (neuropsychiatry and behavioral neurology)
P2-303,Frontotemporal Dementia As a Mimic of Psychosis: Case Report,"Mon, Jul 15  (Pacific)",9:30am - 4:15pm,South Hall GH - Los Angeles Convention Center,https://ep70.eventpilotadmin.com/web/page.php?page=Session&project=AAIC19&id=32163,"Murat Gultekin, MD",Erciyes University School Of Medicine,"
Abstract:Murat Gultekin, MD, Erciyes University School Of Medicine, Department of Neurology, Kayseri, TurkeyBackground: Frontotemporal dementia (FTD) is a neurodegenerative disorders associated with degeneration of the frontal and temporal lobes. The patients may present with a wide range of symptoms, including prominent neuropsychiatric symptoms that often mimic other psychiatric disorders. Initial psychiatric diagnoses, such as psychosis or depression, are common. Early diagnosis of FTD may challenge due to behavioral and psychotic symptoms. Method: A patient with FTD misdiagnosed as psychosis was presented as case report in this paper. Result: A female patient, 57 years, female, had depressive symptoms, include personality and behavioral changes for 3 years. She was admitted to a psychiatry clinic with newly developed psychotic symptoms, consisting of both delusions and auditory hallucinations. Thus, she was diagnosed as psychosis and treated antipsychotic drugs (amisulpride and quetiapin). However, the patient's complains was progressed in time and there was no reponse to treatment. Then she developed progressive apathy, compulsiveness, and executive dysfunction. The patient history include that the patient's mother and two aunts had similar symptoms at similar ages but they were not diagnosed. After last visit of psychiatry clinic the patient was referred to neurology dementia clinic. The patient's MMSE score was 21/30. Also, she had high depression score. Scores of frontal lobe battery test was impaired and it was found associated with FTD. There was seen markedly frontal and parietal atrophy on cranial MRI scan. Conclusion: Currently, psychotic symptoms are not included in current diagnostic criteria for FTD, but need to be considered in differential diagnosis of patients with FTD. Also, the risk of misdiagnosis is particularly high in these individuals being diagnosed with psychiatric rather than neurodegenerative disease.",Diagnosis and Prognosis,Clinical (neuropsychiatry and behavioral neurology),[Posters Mon] Diagnosis and Prognosis： Clinical (neuropsychiatry and behavioral neurology)
